id	lat	lon	title
785743	51.908687457305824	-0.6631102422853385 	caves.stem.tuck
180791	51.92505271470189	-0.6824662303800804 	helper.angel.indulgent
681528	51.911496016330894	-0.6491453060984619 	hangs.having.tilt
119221	51.9267000425916	-0.6548340157642605 	reader.chop.orange
934425	51.90466365639491	-0.6557128572279749 	almost.spends.stick
470199	51.91722115588199	-0.6692401242648177 	sulked.crib.fluctuate
446424	51.91786928488778	-0.6780407592216445 	stew.walled.cosmic
910053	51.905338790775936	-0.6821069624970628 	crusted.thankful.speedily
726549	51.91028077444504	-0.6520348851264789 	assist.half.scary
336212	51.920839876164294	-0.6639425444875693 	locate.scar.bets
234448	51.92359442443888	-0.6698104448308728 	intro.restless.overtones
903270	51.90550082302738	-0.6475712205086578 	puns.price.news
848016	51.90701312404088	-0.6777741839791098 	hence.careful.breezes
186170	51.924890682450446	-0.6555349465101277 	liked.flown.bland
135132	51.92626795658774	-0.6516372720036079 	rent.sung.darker
729180	51.91022676369456	-0.6797452613101778 	parks.remaining.crazy
376427	51.91975966115464	-0.6751078120375372 	storyline.pebble.treetop
600513	51.91368345172541	-0.6449418441589038 	dream.friend.spit
405752	51.918949499897415	-0.6468663921530393 	tent.lies.exit
95601	51.92734817159738	-0.6704242185771492 	really.locals.crescendo
432295	51.91824736014115	-0.6717797718882522 	connected.removers.retail
944695	51.90439360264249	-0.6679686471948294 	boost.comments.candidate
163318	51.92551180608099	-0.6610087585551454 	blunt.faces.zebra
118172	51.92672704796684	-0.6526443925589308 	later.deflection.select
896110	51.90568986065407	-0.6402612675634054 	duty.third.ended
102019	51.9271591339707	-0.6452433205502702 	sunset.homes.grew
433848	51.91819334939067	-0.6522958645305458 	tulip.tinsel.sweep
454425	51.91765324188585	-0.6784347324142468 	seatbelt.crashing.freely
492779	51.916600032251445	-0.6518583777963476 	stale.rear.hogs
277045	51.92243319330351	-0.6540464920810771 	areas.natively.beyond
871481	51.9063649950351	-0.6554062188654681 	sticks.digits.pint
836075	51.90733718854377	-0.6798316504552112 	clinic.eyebrows.flash
952175	51.904177559640566	-0.6455582051877107 	worm.land.drips
815230	51.90787729604859	-0.6419674001125603 	varieties.pans.social
708716	51.91076687119938	-0.6585575186545797 	sadly.froze.wicked
307779	51.92159602667104	-0.6437566070074426 	frogs.door.pepper
416840	51.91865244076977	-0.6512011550432311 	mirror.deal.deflection
686561	51.911360989454685	-0.65080888374907 	eggs.tries.lobby
757315	51.90944360781257	-0.6431486447705497 	palms.armed.shrimp
929491	51.90479868327111	-0.6583828664284248 	lands.cope.pools
307277	51.921623032046284	-0.6655189279835267 	pushy.booth.appear
370591	51.919921693406096	-0.6820260046501949 	additives.vampire.workroom
623905	51.91306232809487	-0.6631103705533081 	backs.zebra.inner
103681	51.92713212859545	-0.6742779412624534 	auctioned.winning.remotest
746069	51.90976767231547	-0.6756301523092298 	unearthly.leans.ducks
865237	51.90652702728654	-0.6444630377917855 	yappy.melt.tiny
211515	51.92421554806942	-0.6717373126357334 	staring.draw.ooze
570842	51.914493612982646	-0.6580318840961282 	bake.shave.sushi
120808	51.92667303721636	-0.6805839083975536 	packing.loudness.imprinted
97194	51.9272941608469	-0.6526880695479612 	miles.riots.month
692704	51.91119895720324	-0.6573317258833411 	steep.banana.tinsel
430066	51.91830137089163	-0.6616656475798888 	exile.flows.squad
892222	51.905797882155035	-0.6449885829372038 	attend.golf.newest
596026	51.91381847860162	-0.6671819101781944 	smoking.waxer.supposing
636195	51.912738263591976	-0.6763315289628266 	version.arrival.stoppage
77087	51.92783426835172	-0.6471261898179566 	fuel.status.shade
447065	51.917842279512534	-0.6623661879852784 	ranged.waddle.charge
400201	51.91911153214886	-0.6662630630818914 	wash.smile.torch
122438	51.92661902646588	-0.6644683287404377 	cake.expose.filled
133644	51.926321967338225	-0.673971171510709 	regretted.fall.timed
104215	51.927105123220215	-0.653914305010449 	strike.bars.blank
611243	51.913413397973	-0.6773386733660063 	mainly.tweaked.output
277379	51.92243319330351	-0.668671744312265 	models.interests.salary
934578	51.90466365639491	-0.6624097913583334 	enhancement.wider.define
249699	51.923189343810265	-0.6814582250075163 	happy.serves.demotion
247729	51.923243354560746	-0.6826843399596044 	left.bashful.education
622906	51.91308933347011	-0.663110371345187 	poster.cliff.nest
852179	51.90687809716467	-0.6413550207407057 	hurt.noting.gentle
158014	51.92564683295719	-0.6474772372296727 	split.solar.sock
11511	51.92961662311763	-0.6628042897598576 	cute.poetic.blunt
363091	51.920110731032786	-0.6598266340861155 	studio.bake.cooks
89266	51.927510203848826	-0.6554907869458546 	curving.frozen.escape
635422	51.912738263591976	-0.64249059255239 	salads.varieties.plants
376593	51.91975966115464	-0.6823762159790872 	inner.signed.trains
204751	51.92440458569611	-0.6817652894294749 	talents.cones.constrain
862065	51.90663504878751	-0.6805317315998859 	assurance.unpacked.centuries
983832	51.9033403930081	-0.6756719373929042 	shrugging.rehearsal.paves
45617	51.92869844035943	-0.6689354723095539 	plant.obtain.debater
569811	51.91452061835789	-0.656630907621565 	nails.snacks.energy
799394	51.90830938205245	-0.6484458161131602 	play.jungle.charm
399297	51.919138537524105	-0.67042263684039 	resist.astounded.prosper
886960	51.90595991440648	-0.6770296830548698 	flattens.scare.chatters
652153	51.91230617758812	-0.6751931534882666 	abundance.civil.squad
35880	51.92896849411184	-0.6800155423053016 	eggshell.sandals.acoustics
54930	51.92845539198226	-0.6830371243717445 	clutches.thigh.breathy
